aX,aY,aZ,gX,gY,gZ
0.487,0.082,-0.075,-89.355,-42.053,-10.437
0.471,0.133,-0.094,-79.224,-43.701,4.456
0.469,0.171,-0.128,-65.613,-45.044,13.977
0.509,0.209,-0.194,-50.354,-46.753,15.564
0.511,0.223,-0.228,-33.752,-51.147,11.902
0.549,0.214,-0.254,-20.691,-56.946,5.737
0.535,0.182,-0.242,-13.550,-67.444,-1.709
1.188,0.330,1.304,133.240,-75.867,114.685
1.229,0.457,1.282,134.155,-59.631,114.624
1.277,0.491,1.282,126.587,-47.485,96.130
1.331,0.427,1.286,107.849,-36.499,72.937
1.327,0.315,1.291,78.125,-27.466,55.481
1.288,0.200,1.236,45.349,-12.695,45.898
1.236,0.115,1.136,23.621,4.395,47.485
1.201,0.067,1.041,20.874,17.029,57.190
1.151,0.065,0.990,33.630,20.691,70.740
1.084,0.135,0.967,54.382,21.484,86.670
1.022,0.279,0.970,75.317,20.630,107.666
0.998,0.452,1.005,92.468,19.165,129.333
0.951,0.599,1.034,101.807,19.348,143.982
0.906,0.711,1.052,100.342,27.222,148.315
0.921,0.764,1.033,87.341,37.109,144.836
0.888,0.758,1.010,67.322,44.556,134.155
0.889,0.674,1.003,46.936,50.720,116.089
0.807,0.587,1.053,30.884,51.025,102.234
0.724,0.533,1.122,20.264,51.392,103.516
0.635,0.615,1.158,18.860,56.946,119.629
0.593,0.736,1.164,31.128,64.514,142.151
0.551,0.889,1.174,50.659,70.190,161.377
0.538,0.982,1.170,63.049,76.416,169.617
0.520,1.035,1.135,56.458,83.679,166.931
0.507,1.052,1.062,33.508,91.492,153.748
0.490,1.024,0.998,7.202,100.098,131.470
0.466,0.932,0.952,-13.062,104.614,105.713
0.422,0.823,0.930,-26.001,108.398,85.815
0.359,0.759,0.905,-31.677,115.540,78.552
0.323,0.740,0.852,-29.480,126.038,83.252
0.323,0.773,0.809,-20.508,136.658,94.238
0.305,0.872,0.729,-7.324,144.043,105.225
0.307,0.999,0.660,10.437,149.780,110.352
0.333,1.058,0.589,30.212,149.780,107.300
0.387,1.015,0.540,41.870,146.423,94.116
0.413,0.930,0.508,38.025,139.526,76.843
0.416,0.859,0.494,21.790,130.310,65.796
0.402,0.828,0.501,6.714,121.094,67.322
0.362,0.866,0.508,-0.183,115.601,79.102
0.309,0.940,0.504,0.427,116.150,94.971
0.319,1.027,0.464,2.502,123.352,108.276
0.294,1.120,0.375,-0.793,132.446,119.019
0.336,1.195,0.289,-9.399,141.235,124.023
0.377,1.242,0.238,-18.982,134.644,122.437
0.386,1.253,0.225,-30.334,106.445,114.441
0.381,1.231,0.294,-46.143,78.613,102.356
0.366,1.201,0.384,-67.200,61.646,90.393
0.357,1.198,0.435,-87.585,57.312,82.520
0.352,1.208,0.451,-98.206,61.462,78.979
0.353,1.222,0.440,-95.947,70.251,76.904
0.357,1.239,0.408,-86.121,80.688,73.853
0.322,1.252,0.380,-75.745,89.111,69.275
0.296,1.277,0.338,-71.228,96.985,62.927
0.209,1.289,0.270,-72.754,105.957,55.969
0.222,1.294,0.163,-76.660,114.868,47.607
0.198,1.287,0.089,-78.125,116.150,41.260
0.182,1.272,0.027,-82.764,113.586,31.494
0.170,1.251,-0.036,-91.736,110.535,19.592
0.183,1.221,-0.083,-99.670,104.126,8.789
0.197,1.178,-0.100,-104.919,92.590,0.610
0.188,1.152,-0.098,-107.971,78.552,-2.808
0.176,1.160,-0.094,-108.398,66.956,-3.601
0.148,1.175,-0.094,-104.919,59.143,-2.686
0.136,1.203,-0.087,-100.342,55.115,-3.357
0.102,1.232,-0.078,-99.243,52.002,-5.188
0.082,1.254,-0.086,-104.187,49.988,-9.033
0.083,1.265,-0.112,-114.197,48.218,-15.686
0.080,1.257,-0.139,-125.183,43.945,-25.452
0.067,1.237,-0.151,-134.766,35.950,-37.048
0.045,1.207,-0.150,-142.822,26.245,-47.241
0.038,1.166,-0.149,-148.926,17.639,-55.481
0.048,1.112,-0.160,-152.954,10.498,-63.477
0.049,1.051,-0.165,-152.649,4.395,-73.914
0.061,0.970,-0.169,-146.973,-0.427,-86.121
0.069,0.891,-0.167,-137.329,-3.296,-98.511
0.053,0.831,-0.166,-126.160,-5.615,-109.009
0.068,0.780,-0.177,-113.159,-7.385,-115.417
0.049,0.742,-0.203,-98.145,-10.681,-117.432
0.041,0.716,-0.235,-80.811,-15.015,-117.249
0.061,0.701,-0.246,-62.927,-21.606,-113.892
0.068,0.693,-0.247,-48.645,-32.471,-108.093
0.088,0.701,-0.237,-40.161,-46.204,-101.990
0.119,0.699,-0.216,-37.781,-59.204,-96.436
0.137,0.671,-0.185,-39.551,-71.960,-92.834
0.167,0.634,-0.157,-44.189,-80.017,-93.384
0.182,0.600,-0.129,-50.293,-82.214,-97.656
0.192,0.577,-0.139,-55.908,-79.651,-102.844
0.178,0.565,-0.124,-56.885,-70.190,-106.018
0.190,0.561,-0.137,-53.040,-59.265,-106.995
0.222,0.564,-0.162,-45.288,-50.903,-104.126
0.277,0.562,-0.184,-35.400,-47.302,-101.746
0.324,0.523,-0.179,-26.550,-49.438,-102.234
0.378,0.450,-0.134,-24.109,-53.406,-105.103
0.411,0.377,-0.105,-34.607,-53.955,-106.323
0.429,0.331,-0.098,-53.955,-51.514,-104.248
0.427,0.320,-0.107,-73.364,-45.959,-101.257
0.403,0.340,-0.145,-83.984,-38.330,-96.252
0.385,0.369,-0.208,-80.627,-29.846,-90.088
0.383,0.386,-0.265,-63.965,-24.597,-84.656
0.394,0.393,-0.295,-41.260,-25.391,-81.482
0.395,0.386,-0.300,-22.766,-31.738,-80.994
0.428,0.355,-0.285,-15.930,-40.955,-82.336
0.423,0.314,-0.256,-23.499,-51.880,-84.839
0.414,0.285,-0.235,-40.527,-62.134,-89.050
0.417,0.250,-0.214,-58.228,-69.946,-95.032
0.425,0.211,-0.185,-69.580,-77.087,-98.938
0.444,0.194,-0.161,-73.669,-80.994,-99.487
0.439,0.187,-0.132,-69.885,-84.351,-97.046
0.447,0.158,-0.107,-60.120,-87.402,-93.628
0.454,0.127,-0.074,-50.110,-88.745,-91.003
0.451,0.091,-0.025,-44.373,-90.332,-88.379
0.426,0.060,0.028,-45.044,-91.431,-85.876
0.432,0.021,0.057,-52.124,-91.309,-83.496
0.477,0.002,0.062,-62.012,-86.670,-81.299
0.464,0.000,0.056,-70.496,-81.482,-77.515
0.503,-0.011,0.030,-73.059,-77.637,-74.951
0.538,-0.039,0.005,-69.153,-75.928,-72.754
0.554,-0.068,-0.010,-61.157,-76.477,-70.740
0.579,-0.113,-0.030,-52.368,-77.881,-67.871
1.422,0.270,0.898,27.710,-61.218,44.189
1.392,0.406,0.831,60.852,-43.274,48.218
1.379,0.526,0.760,84.473,-33.386,46.936
1.360,0.601,0.746,92.651,-36.316,41.016
1.363,0.634,0.781,87.402,-49.377,29.297
1.392,0.624,0.886,71.655,-63.477,11.475
1.396,0.582,1.026,48.767,-77.637,-4.761
1.383,0.511,1.172,27.649,-83.191,-19.775
1.348,0.416,1.296,16.357,-75.806,-32.898
1.282,0.323,1.350,15.625,-57.617,-40.405
1.207,0.221,1.362,21.545,-27.954,-40.894
1.133,0.145,1.274,25.574,8.423,-33.936
1.052,0.113,1.102,22.827,42.603,-21.973
0.982,0.122,0.912,13.428,66.223,-9.094
0.900,0.146,0.753,-0.610,74.463,0.610
0.819,0.176,0.634,-15.808,74.585,7.935
0.779,0.195,0.535,-30.029,69.702,11.169
0.746,0.201,0.460,-39.612,60.608,9.399
0.724,0.180,0.417,-43.457,48.645,3.540
0.708,0.146,0.403,-41.931,38.086,-2.686
0.691,0.109,0.394,-37.231,32.898,-7.263
0.680,0.079,0.371,-30.762,32.104,-10.193
0.675,0.051,0.337,-21.973,33.508,-12.207
0.672,0.027,0.312,-13.123,34.119,-12.817
0.667,0.021,0.298,-6.653,30.273,-10.742
0.669,0.021,0.296,-2.930,21.118,-6.653
0.677,0.037,0.320,-3.479,9.521,-1.282
0.698,0.066,0.364,-8.728,-1.465,4.333
0.725,0.103,0.412,-15.686,-9.033,7.324
0.750,0.130,0.457,-19.287,-13.611,5.432
0.766,0.131,0.497,-16.602,-13.916,-0.061
0.784,0.104,0.524,-8.850,-10.010,-6.592
0.795,0.075,0.534,-0.183,-3.906,-11.719
0.805,0.060,0.526,6.897,1.343,-12.329
0.811,0.063,0.515,12.329,3.906,-9.521
0.822,0.069,0.512,14.709,3.357,-5.066
0.838,0.078,0.517,11.780,1.160,-1.770
0.858,0.092,0.526,3.113,-1.221,0.000
0.870,0.101,0.543,-6.775,-3.784,0.305
0.877,0.107,0.569,-12.695,-5.249,-0.977
0.879,0.109,0.589,-13.489,-4.822,-2.197
0.882,0.106,0.595,-9.521,-1.953,-3.296
0.887,0.084,0.598,-2.441,1.892,-4.761
0.892,0.049,0.601,3.296,5.493,-6.287
0.881,0.026,0.597,4.456,8.545,-5.981
0.863,0.023,0.582,2.380,11.169,-3.174
0.847,0.026,0.562,0.977,13.184,0.305
0.841,0.035,0.542,0.732,13.977,4.211
0.827,0.057,0.529,0.977,13.184,7.751
0.816,0.088,0.525,1.282,10.864,10.742
0.804,0.125,0.533,1.892,8.118,12.512
0.795,0.156,0.542,1.892,6.531,12.634
0.791,0.175,0.548,1.160,6.836,10.681
0.778,0.180,0.546,-0.244,7.996,6.836
0.767,0.168,0.538,-1.465,10.010,2.136
0.763,0.143,0.522,-2.441,12.817,-1.587
0.762,0.115,0.500,-3.418,15.381,-4.272
0.757,0.099,0.481,-3.662,16.663,-5.493
0.762,0.099,0.461,-3.052,17.334,-4.944
0.764,0.122,0.444,-1.221,17.578,-3.235
0.765,0.173,0.425,1.587,16.418,-1.465
0.781,0.238,0.405,7.019,15.625,-0.793
0.792,0.303,0.400,14.954,14.099,-2.197
0.818,0.352,0.409,23.743,11.597,-6.897
0.866,0.375,0.419,31.311,10.254,-14.709
0.909,0.413,0.411,36.560,12.451,-23.804
0.982,0.443,0.388,42.297,13.489,-31.311
1.052,0.450,0.397,50.720,8.789,-41.016
1.131,0.431,0.452,59.937,3.235,-51.697
1.173,0.432,0.526,67.383,-0.305,-59.814
1.216,0.436,0.585,73.975,0.244,-64.087
1.240,0.441,0.622,81.238,4.761,-68.054
1.276,0.414,0.664,88.257,9.949,-72.449
1.321,0.382,0.723,89.722,13.916,-78.247
1.379,0.344,0.789,81.787,13.916,-83.496
1.387,0.285,0.851,69.336,12.878,-89.478
1.478,0.182,0.899,57.251,17.090,-100.647
1.477,0.039,0.949,46.875,23.376,-114.990
1.489,-0.140,0.975,36.560,33.508,-125.977
1.506,-0.319,0.985,25.085,48.584,-130.371
1.500,-0.474,0.973,13.367,63.293,-127.563
1.505,-0.611,0.959,3.906,74.585,-118.835
1.480,-0.732,0.965,-4.456,81.482,-105.103
1.377,-0.802,0.959,-14.038,89.905,-88.257
1.362,-0.810,0.927,-22.278,105.225,-71.289
1.208,-0.790,0.874,-24.231,117.310,-53.223
1.102,-0.740,0.789,-17.639,131.836,-39.063
0.993,-0.694,0.704,-3.113,145.081,-32.104
0.910,-0.660,0.630,14.771,152.588,-30.701
0.863,-0.655,0.582,27.954,151.794,-31.982
0.788,-0.697,0.554,31.372,140.137,-35.767
0.822,-0.780,0.549,25.940,127.075,-46.204
0.740,-0.877,0.579,15.198,114.075,-58.350
0.707,-0.949,0.571,5.615,107.727,-71.289
0.619,-0.951,0.606,3.235,114.868,-86.975
0.651,-1.047,0.572,6.531,129.089,-90.332
0.591,-1.130,0.521,11.230,138.794,-81.360
0.568,-1.215,0.433,20.081,145.081,-61.890
0.536,-1.215,0.377,33.386,153.748,-42.114
0.492,-1.189,0.253,49.866,154.846,-15.869
0.459,-1.123,0.179,70.374,147.522,15.015
0.414,-1.021,0.137,90.149,135.925,46.082
0.407,-0.903,0.109,103.943,125.610,71.472
0.393,-0.790,0.092,111.145,116.333,86.609
0.380,-0.700,0.068,110.840,110.352,91.858
0.377,-0.635,0.025,105.225,108.521,90.027
0.372,-0.602,-0.024,97.107,108.032,84.290
0.359,-0.586,-0.068,90.698,105.286,77.454
0.336,-0.607,-0.106,89.111,99.731,70.984
0.313,-0.649,-0.133,90.942,94.666,65.918
0.286,-0.696,-0.161,93.201,91.492,63.904
0.263,-0.730,-0.193,93.811,88.440,66.711
0.249,-0.742,-0.235,93.323,85.144,74.158
0.253,-0.741,-0.281,93.018,81.848,84.167
0.290,-0.734,-0.287,94.177,75.073,95.947
0.260,-0.701,-0.272,96.130,61.768,108.215
0.256,-0.671,-0.223,98.450,47.119,122.498
0.243,-0.593,-0.168,101.501,34.363,138.428
0.218,-0.490,-0.121,106.873,26.062,154.053
0.597,1.023,1.071,90.759,1.770,-172.058
0.720,0.806,1.130,102.234,23.926,-219.666
0.800,0.532,1.169,82.825,37.231,-253.601
0.859,0.281,1.159,46.387,46.265,-269.226
0.872,0.117,1.142,12.024,55.481,-269.348
0.885,0.014,1.119,-6.653,65.796,-255.920
0.878,-0.005,1.097,-8.606,78.369,-231.689
0.871,0.030,1.051,2.502,93.079,-198.853
0.895,0.123,0.971,20.142,110.168,-167.480
0.923,0.228,0.911,36.865,120.972,-147.583
0.913,0.323,0.843,43.091,127.136,-142.395
0.965,0.343,0.794,38.452,134.949,-151.611
0.974,0.227,0.767,25.818,133.789,-171.387
0.967,0.026,0.737,5.432,136.353,-201.111
0.969,-0.190,0.713,-15.076,142.273,-224.731
0.952,-0.392,0.681,-27.527,146.362,-233.826
0.933,-0.552,0.614,-31.189,153.564,-229.309
0.953,-0.640,0.503,-28.503,163.147,-219.055
0.955,-0.645,0.380,-22.461,171.692,-206.848
0.929,-0.622,0.268,-16.113,172.546,-187.683
1.001,-0.662,0.196,-14.771,170.898,-161.316
1.035,-0.692,0.074,-22.888,160.767,-130.859
1.096,-0.705,0.017,-34.729,142.151,-106.812
1.124,-0.745,0.033,-44.617,123.535,-96.130
1.124,-0.771,0.082,-50.293,111.145,-95.581
1.092,-0.779,0.096,-48.035,111.694,-94.788
1.052,-0.772,0.082,-33.752,121.338,-89.050
1.008,-0.729,0.023,-11.292,135.803,-80.933
0.999,-0.677,-0.056,12.634,146.973,-72.021
1.009,-0.671,-0.159,32.104,145.569,-63.354
1.055,-0.724,-0.238,42.419,135.559,-60.913
1.081,-0.826,-0.257,39.063,119.263,-65.369
1.082,-0.947,-0.240,20.447,103.149,-71.777
1.057,-1.087,-0.216,-3.784,89.355,-75.012
1.042,-1.168,-0.186,-22.949,79.834,-79.956
0.983,-1.204,-0.109,-29.297,72.937,-83.862
0.931,-1.310,-0.062,-20.386,68.665,-67.078
0.852,-1.320,-0.040,-5.005,69.397,-42.542
0.798,-1.271,-0.040,15.686,73.059,-17.639
0.733,-1.208,-0.055,39.856,75.195,5.432
0.716,-1.158,-0.065,61.401,74.890,21.790
0.651,-1.130,-0.058,73.242,71.350,30.762
0.631,-1.140,-0.044,73.425,67.566,34.058
0.559,-1.153,-0.022,64.331,64.697,35.400
0.508,-1.177,-0.023,55.237,63.477,41.626
0.457,-1.197,-0.028,50.781,64.453,51.575
0.415,-1.203,-0.057,48.035,65.918,64.697
0.369,-1.183,-0.091,46.631,67.200,79.224
0.329,-1.116,-0.121,49.622,65.918,95.886
0.307,-1.045,-0.129,58.838,57.739,118.042
0.280,-0.943,-0.116,69.458,45.715,142.517
0.253,-0.818,-0.082,76.782,34.607,163.513
0.226,-0.697,-0.040,79.468,25.513,178.589
0.205,-0.592,-0.002,78.552,20.447,189.148
0.200,-0.485,0.028,74.341,19.348,196.472
0.185,-0.360,0.042,70.129,18.921,203.857
0.181,-0.249,0.048,71.533,18.372,210.144
0.180,-0.165,0.066,78.491,16.174,213.318
0.158,-0.098,0.089,85.510,14.343,213.928
0.139,-0.033,0.087,87.219,15.808,212.769
0.118,0.042,0.079,85.632,20.691,210.876
0.106,0.090,0.054,81.543,24.780,210.510
0.071,0.103,0.017,75.317,27.283,210.693
0.068,0.095,-0.032,67.322,28.198,209.900
0.063,0.125,-0.065,58.960,24.719,206.787
0.040,0.160,-0.048,54.260,13.977,206.787
0.017,0.206,0.009,53.406,1.953,213.501
-0.012,0.307,0.084,55.054,-5.615,223.328
-0.048,0.415,0.144,59.326,-8.606,236.816
-0.094,0.469,0.190,68.237,-3.967,256.165
-0.105,0.446,0.128,77.209,8.484,275.940
-0.143,0.739,0.055,85.999,23.132,258.789
-0.145,0.822,0.026,107.605,26.489,222.656
-0.153,0.797,0.039,128.418,22.461,185.181
-0.166,0.770,0.073,133.423,16.785,155.945
-0.164,0.767,0.084,125.427,9.888,144.592
-0.149,0.825,0.075,114.197,1.709,145.813
-0.104,0.884,0.098,108.093,-9.949,150.208
-0.076,0.921,0.150,105.408,-22.400,152.405
-0.041,0.916,0.188,99.609,-27.222,149.475
-0.034,0.883,0.216,89.600,-24.902,139.160
-0.017,0.820,0.237,77.576,-16.968,122.498
-0.061,0.760,0.251,66.895,-9.644,110.046
-0.107,0.764,0.250,63.538,-7.263,110.657
-0.197,0.834,0.241,72.937,-8.667,121.155
-0.234,0.917,0.217,93.018,-9.644,134.094
-0.213,0.988,0.163,111.633,-9.094,142.639
-0.180,1.048,0.101,119.263,-10.315,144.165
-0.160,1.091,0.074,116.333,-17.029,140.625
-0.140,1.117,0.082,106.018,-30.334,133.057
-0.138,1.136,0.129,92.224,-46.570,121.521
-0.149,1.148,0.212,79.834,-60.242,106.323
-0.163,1.145,0.314,73.181,-69.946,91.675
-0.167,1.152,0.403,73.608,-73.547,80.505
-0.164,1.177,0.468,81.482,-72.021,74.280
-0.156,1.219,0.501,94.727,-66.589,71.045
-0.134,1.247,0.509,109.741,-59.143,67.139
-0.123,1.251,0.521,121.704,-51.697,58.228
-0.131,1.256,0.530,125.610,-45.349,47.119
-0.164,1.283,0.524,122.131,-40.405,38.025
-0.187,1.320,0.506,116.394,-37.842,32.959
-0.211,1.360,0.487,112.549,-40.161,29.907
-0.209,1.378,0.499,110.229,-47.852,24.414
-0.230,1.382,0.546,105.774,-59.448,15.564
-0.215,1.380,0.591,96.863,-70.007,7.385
-0.196,1.410,0.627,87.219,-75.806,1.648
-0.169,1.459,0.660,81.604,-79.590,-1.160
-0.155,1.501,0.709,80.933,-85.449,-4.272
-0.143,1.519,0.763,80.444,-90.271,-11.780
-0.137,1.505,0.824,77.393,-91.309,-25.085
-0.139,1.455,0.876,70.801,-88.135,-43.030
-0.132,1.359,0.914,62.073,-82.886,-62.378
-0.130,1.244,0.936,52.856,-77.698,-79.102
-0.125,1.148,0.938,45.044,-73.669,-87.524
-0.094,1.102,0.903,41.687,-72.144,-85.266
-0.070,1.087,0.885,44.556,-72.815,-76.111
-0.075,1.103,0.892,48.035,-73.242,-64.331
-0.073,1.156,0.874,45.349,-70.740,-54.016
-0.062,1.264,0.823,36.194,-67.505,-47.485
1.121,-1.151,0.469,-28.992,117.493,-307.129
1.018,-1.391,0.711,-77.698,77.942,-288.635
1.003,-1.547,0.826,-121.765,63.538,-234.009
0.966,-1.506,0.857,-148.254,71.533,-176.331
0.945,-1.396,0.832,-136.658,89.233,-127.319
0.943,-1.290,0.780,-87.036,105.347,-91.370
0.955,-1.237,0.724,-19.958,117.065,-70.435
0.967,-1.222,0.662,34.302,125.977,-56.641
0.960,-1.194,0.580,57.373,134.521,-43.823
0.952,-1.155,0.485,53.406,140.198,-31.250
0.931,-1.107,0.396,36.011,141.052,-21.179
0.889,-1.064,0.342,16.052,136.414,-13.489
0.859,-1.022,0.291,0.000,130.615,-9.521
0.825,-1.003,0.247,-8.301,127.441,-6.775
0.789,-1.000,0.208,-8.240,125.977,-1.770
0.764,-0.989,0.147,-3.174,127.441,4.395
0.767,-0.958,0.081,5.127,129.822,14.221
0.778,-0.909,0.026,16.541,124.756,26.245
0.787,-0.855,-0.008,31.006,109.070,38.696
0.779,-0.804,0.026,45.532,89.172,49.927
0.770,-0.748,0.073,53.528,73.853,58.777
0.777,-0.701,0.113,52.856,66.528,64.758
0.749,-0.675,0.139,47.363,66.162,68.481
0.749,-0.645,0.142,39.917,73.547,68.848
0.711,-0.641,0.103,31.006,84.839,68.359
0.673,-0.642,0.034,24.719,93.933,71.716
0.647,-0.625,-0.039,23.437,100.098,76.477
0.639,-0.586,-0.097,27.893,101.807,82.886
0.638,-0.544,-0.159,36.499,93.140,91.125
0.630,-0.501,-0.168,47.485,79.407,98.511
0.619,-0.460,-0.156,54.932,65.186,102.966
0.621,-0.419,-0.150,55.908,55.725,103.943
0.605,-0.385,-0.144,52.429,49.438,101.746
0.597,-0.373,-0.147,47.058,45.593,96.619
0.551,-0.380,-0.152,42.236,44.067,91.309
0.555,-0.418,-0.180,39.673,45.471,86.792
0.527,-0.457,-0.193,39.429,45.044,84.900
0.525,-0.492,-0.192,40.405,41.504,88.074
0.505,-0.511,-0.172,40.894,35.583,96.924
0.499,-0.498,-0.157,38.635,31.189,109.497
0.495,-0.474,-0.135,35.278,24.780,123.108
0.491,-0.424,-0.103,32.288,17.822,135.315
0.496,-0.364,-0.050,30.640,10.742,145.996
0.458,-0.299,-0.012,30.151,4.944,156.677
0.457,-0.233,0.004,30.457,4.944,163.025
0.431,-0.192,0.021,32.715,6.714,165.405
0.416,-0.160,0.028,34.790,11.658,166.016
0.405,-0.130,0.029,35.278,16.968,165.894
0.373,-0.083,0.027,35.522,18.860,166.382
0.356,-0.029,0.032,37.598,19.165,169.434
0.325,0.023,0.031,42.908,18.677,173.401
0.301,0.073,0.035,50.537,19.836,175.964
0.268,0.079,0.042,59.631,21.729,179.077
0.229,0.057,0.044,67.139,24.475,181.519
0.191,0.036,0.022,71.350,30.884,181.641
0.150,0.013,-0.018,73.303,39.978,176.147
0.117,0.043,-0.088,75.378,45.959,165.283
0.066,0.044,-0.117,81.604,43.396,154.785
0.033,0.020,-0.105,90.637,32.837,155.396
-0.001,0.041,-0.042,96.802,18.250,165.222
-0.038,0.106,0.027,97.107,-1.282,182.800
-0.081,0.250,0.120,93.201,-17.456,204.346
-0.124,0.458,0.188,88.379,-24.536,224.060
-0.162,0.530,0.228,87.219,-23.437,242.920
-0.161,0.719,0.226,88.196,-15.076,245.850
-0.169,0.832,0.226,94.543,-9.033,234.253
-0.185,0.889,0.227,102.905,-4.761,216.736
-0.197,0.913,0.210,108.093,-0.061,197.205
-0.218,0.927,0.173,108.215,5.493,177.856
-0.212,0.913,0.123,106.018,9.216,160.767
-0.234,0.909,0.081,103.943,7.629,146.667
-0.252,0.918,0.052,103.394,1.282,136.292
-0.288,0.955,0.059,105.347,-8.118,128.662
-0.328,1.032,0.089,108.643,-19.897,124.146
-0.345,1.143,0.118,112.915,-29.480,123.657
-0.327,1.233,0.140,117.493,-37.659,124.329
-0.312,1.287,0.181,121.704,-47.119,121.887
-0.252,1.273,0.225,120.117,-55.786,111.877
-0.215,1.252,0.293,110.535,-64.392,91.187
-0.188,1.186,0.374,94.360,-70.374,67.932
-0.190,1.109,0.432,73.364,-71.472,51.208
-0.219,1.064,0.443,53.040,-66.711,45.898
-0.249,1.065,0.405,41.565,-58.899,51.270
-0.265,1.101,0.338,44.312,-53.223,60.242
-0.254,1.126,0.296,59.265,-53.650,65.979
-0.227,1.134,0.305,76.660,-64.087,66.284
-0.232,1.137,0.377,86.609,-80.078,64.453
-0.213,1.154,0.456,84.595,-94.971,63.843
-0.226,1.176,0.543,73.486,-107.239,63.354
-0.212,1.215,0.622,61.951,-116.333,62.622
-0.227,1.259,0.714,56.152,-123.657,61.035
-0.264,1.321,0.807,57.861,-126.099,56.702
-0.284,1.405,0.890,66.528,-121.155,51.270
-0.278,1.471,0.930,78.918,-110.229,46.631
-0.270,1.536,0.960,91.125,-97.656,39.124
-0.262,1.559,0.967,98.022,-86.670,26.855
-0.219,1.532,0.943,94.666,-76.843,9.521
-0.161,1.464,0.894,81.726,-69.946,-10.925
-0.122,1.356,0.846,61.096,-68.604,-31.189
-0.119,1.240,0.828,37.048,-73.364,-44.006
-0.130,1.147,0.844,15.381,-81.726,-45.471
-0.172,1.102,0.882,-0.427,-90.942,-37.292
-0.232,1.116,0.937,-8.423,-94.971,-23.621
-0.272,1.212,0.985,-7.751,-88.867,-8.301
-0.327,1.378,0.992,3.845,-74.158,10.193
-0.355,1.545,0.932,31.555,-57.678,26.855
-0.218,1.624,0.868,68.665,-49.561,19.348
-0.346,1.550,0.881,93.384,-51.880,-14.343
-0.282,1.450,0.791,88.135,-43.701,-63.660
-0.273,1.321,0.685,60.364,-38.086,-111.694
-0.268,1.172,0.686,25.513,-47.913,-145.752
-0.318,1.141,0.740,-2.380,-61.707,-151.062
-0.228,1.211,0.781,-8.423,-84.595,-139.282
-0.147,1.217,0.902,13.184,-116.150,-141.296
-0.080,1.104,1.082,45.715,-136.292,-170.349
-0.094,0.923,1.192,69.275,-137.207,-206.116
-0.022,0.751,1.259,80.261,-126.282,-228.455
0.063,0.588,1.295,80.933,-106.384,-241.516
0.138,0.434,1.295,73.303,-82.703,-248.779
-0.482,1.691,0.330,156.738,-10.376,126.221
-0.456,1.705,0.264,172.729,-10.071,94.910
-0.411,1.666,0.215,178.589,-13.855,63.538
-0.348,1.578,0.200,172.913,-24.780,34.912
-0.253,1.464,0.225,154.480,-42.480,10.681
-0.287,1.353,0.293,125.977,-63.660,-5.432
-0.220,1.251,0.352,94.604,-81.787,-15.442
-0.216,1.172,0.447,71.228,-101.379,-18.555
-0.246,1.128,0.556,60.913,-120.728,-15.015
-0.261,1.153,0.669,63.477,-134.644,-7.324
-0.282,1.226,0.768,75.989,-144.104,4.211
-0.331,1.352,0.854,95.825,-146.301,17.395
-0.285,1.466,0.915,119.019,-140.320,30.396
-0.224,1.535,0.974,141.296,-133.362,37.476
-0.190,1.564,1.038,156.982,-128.906,30.396
-0.152,1.526,1.105,159.973,-123.535,11.108
-0.130,1.434,1.155,145.935,-116.638,-15.259
-0.104,1.306,1.177,116.150,-106.445,-44.983
-0.116,1.168,1.165,75.256,-97.046,-69.885
-0.102,1.059,1.122,33.264,-93.079,-83.008
-0.059,0.977,1.055,1.770,-94.238,-83.130
-0.033,0.933,1.022,-14.709,-99.304,-74.402
-0.031,0.922,1.033,-17.944,-108.826,-60.242
-0.018,0.937,1.062,-12.817,-116.882,-45.044
0.006,0.968,1.091,-2.808,-116.150,-34.912
0.037,1.005,1.121,10.010,-105.591,-33.264
-0.007,1.037,1.145,23.254,-88.989,-37.842
0.001,1.079,1.147,36.804,-69.214,-43.457
-0.011,1.106,1.160,52.368,-52.795,-47.119
-0.049,1.128,1.121,70.923,-40.649,-52.368
0.022,1.112,1.069,89.172,-20.264,-70.801
0.049,1.048,1.008,101.440,-1.587,-98.694
0.060,0.960,0.941,102.234,10.742,-126.343
0.146,0.860,0.855,89.294,23.804,-150.452
0.087,0.737,0.794,65.857,30.334,-164.124
0.120,0.653,0.705,38.757,36.316,-171.143
0.114,0.604,0.637,16.663,36.621,-173.462
0.149,0.583,0.601,5.432,26.123,-169.983
0.168,0.567,0.598,5.005,12.146,-159.973
0.193,0.569,0.612,13.428,-0.305,-147.705
0.236,0.575,0.651,26.184,-9.338,-138.916
0.251,0.583,0.708,37.720,-16.235,-134.277
0.224,0.593,0.742,45.105,-17.456,-134.094
0.301,0.592,0.773,48.279,-12.878,-139.587
0.329,0.578,0.805,47.485,-9.155,-145.935
0.302,0.565,0.820,41.809,-0.244,-154.053
0.341,0.570,0.803,35.645,10.559,-160.095
0.339,0.569,0.827,33.325,15.808,-161.682
0.327,0.573,0.830,32.043,23.254,-164.612
0.359,0.569,0.808,32.349,34.668,-170.166
0.388,0.549,0.798,36.499,41.382,-177.429
0.418,0.504,0.795,41.687,44.556,-188.477
0.458,0.433,0.805,47.058,48.889,-200.317
0.485,0.347,0.797,50.781,53.711,-207.947
0.499,0.272,0.782,52.307,61.035,-210.999
